Размер	Потоки	Время	Ускорение
200	1	1,000000
200	2	0,944795
200	4	0,918364
200	8	0,980217
400	1	1,000000
400	2	1,031342
400	4	1,052410
400	8	1,048905
800	1	1,000000
800	2	1,027853
800	4	1,076456
800	8	0,926318
1200	1	1,000000
1200	2	0,947845
1200	4	1,036978
1200	8	1,105142
1600	1	1,000000
1600	2	1,059336
1600	4	1,124289
1600	8	1,095190
2000	1	1,000000
2000	2	1,006315
2000	4	1,059783
2000	8	1,207240
